Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
8321,IE0000830236,01/09/2023,30/04/2024,336,94,YES
8320,IE00B3BC5T90,01/09/2023,30/04/2024,336,94,YES
16657,IE0004868604,01/09/2023,30/04/2024,336,94,YES
16659,IE0000830129,01/09/2023,30/04/2024,336,94,YES
16658,IE0031029477,01/09/2023,30/04/2024,336,94,YES
36640,IE00B3YQ9180,01/09/2023,30/04/2024,336,94,YES
33472,IE0004866665,01/09/2023,30/04/2024,336,94,YES
16660,IE0000829451,01/09/2023,30/04/2024,336,94,YES
16669,IE0004866772,01/09/2023,30/04/2024,336,94,YES
16670,IE0000829121,01/09/2023,30/04/2024,336,94,YES
16688,IE0000829568,01/09/2023,30/04/2024,336,94,YES
16686,IE0004866996,01/09/2023,30/04/2024,336,94,YES
20986,IE00B4YN5X00,01/09/2023,30/04/2024,336,94,YES
36647,IE00B3YQ0H18,01/09/2023,30/04/2024,336,94,YES
16685,IE0004866889,01/09/2023,30/04/2024,336,94,YES
8324,IE0000829238,01/09/2023,30/04/2024,336,94,YES
16689,IE0000838189,01/04/2023,30/04/2024,489,94,YES
16690,GB0000840719,01/04/2023,30/04/2024,489,94,YES
307157,LU1852330734,01/09/2023,01/04/2024,336,123,YES
304719,LU1852331039,01/09/2023,01/04/2024,336,123,YES
304724,LU2077746340,01/09/2023,01/04/2024,336,123,YES
304725,LU1963769176,01/09/2023,01/04/2024,336,123,YES
304721,LU2077746779,01/09/2023,01/04/2024,336,123,YES
304720,LU1847653141,01/09/2023,01/04/2024,336,123,YES
304723,N/A,01/09/2023,Date not found in the paragraph,336,N/A,YES
214381,LU0679940949,01/09/2023,01/04/2024,336,123,YES
304718,N/A,01/09/2023,Date not found in the paragraph,336,N/A,YES
33503,LU0679941327,01/09/2023,01/04/2024,336,123,YES
304722,LU2077746696,01/09/2023,01/04/2024,336,123,YES
111575,LU1564329545,01/04/2024,01/04/2024,123,123,NO
111574,N/A,01/04/2024,Date not found in the paragraph,123,N/A,NO
111569,LU1564329032,01/04/2024,01/04/2024,123,123,NO
732952,LU2655523236,01/04/2024,01/04/2024,123,123,NO
111571,LU1564329115,01/04/2024,01/04/2024,123,123,NO
111572,LU1706154686,01/04/2024,01/04/2024,123,123,NO
732600,LU2655523319,01/04/2024,01/04/2024,123,123,NO
111573,LU1733224965,01/04/2024,01/04/2024,123,123,NO
113186,LU1733225004,01/04/2024,01/04/2024,123,123,NO
45286,LU0803753879,01/04/2021,01/04/2021,1219,1219,NO
13743,LU0414403419,01/10/2022,01/10/2022,671,671,NO
36648,N/A,01/10/2022,Date not found in the paragraph,671,N/A,NO
45783,LU0916957664,01/10/2022,01/10/2022,671,671,NO
36649,LU0414403500,01/10/2022,01/10/2022,671,671,NO
45507,LU0738912210,01/10/2022,01/10/2022,671,671,NO
28453,LU0171270639,01/04/2022,01/04/2024,854,123,YES
