Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
42796,LU0654559516,01/08/2023,01/04/2024,367,123,YES
42778,LU0654560522,01/08/2023,01/04/2024,367,123,YES
67563,LU1005416026,01/08/2023,01/04/2024,367,123,YES
42931,LU0654560878,01/08/2023,01/04/2024,367,123,YES
16475,LU0069063385,01/08/2023,01/04/2024,367,123,YES
33164,LU0252218267,01/08/2023,01/04/2024,367,123,YES
33156,LU0232552355,01/08/2023,01/04/2024,367,123,YES
45697,LU0232558048,01/08/2023,01/04/2024,367,123,YES
15716,LU0057025933,01/08/2023,01/04/2024,367,123,YES
36603,LU0057026071,01/08/2023,01/04/2024,367,123,YES
36631,LU0085333697,01/08/2023,01/04/2024,367,123,YES
12091,LU0124676726,01/08/2023,01/04/2024,367,123,YES
36632,LU0232464817,01/08/2023,01/04/2024,367,123,YES
33165,LU0232464734,01/08/2023,01/04/2024,367,123,YES
36633,LU0124677880,01/08/2023,01/04/2024,367,123,YES
