Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
36604,LU0448068782,01/03/2024,01/03/2024,154,154,NO
46662,LU1069345921,01/03/2024,01/03/2024,154,154,NO
36608,LU0169910741,01/03/2024,01/03/2024,154,154,NO
21095,LU0417103578,01/03/2024,01/03/2024,154,154,NO
36606,LU0448041581,01/03/2024,01/03/2024,154,154,NO
46666,LU1069345764,01/03/2024,01/03/2024,154,154,NO
20962,LU0156897901,01/03/2024,01/03/2024,154,154,NO
45348,LU1035773651,01/08/2023,01/04/2024,367,123,YES
16476,LU0124673897,01/08/2023,01/04/2024,367,123,YES
33159,LU0232465467,01/08/2023,01/04/2024,367,123,YES
36610,LU0232465541,01/08/2023,01/04/2021,367,1219,YES
9907,N/A,01/08/2023,Date not found in the paragraph,367,N/A,YES
36630,LU0102830352,01/04/2023,01/03/2024,489,154,YES
93412,N/A,01/04/2023,Date not found in the paragraph,489,N/A,YES
93414,LU1021288698,01/04/2023,01/03/2024,489,154,YES
93400,LU1021288268,01/04/2023,01/03/2024,489,154,YES
93413,N/A,01/04/2023,Date not found in the paragraph,489,N/A,YES
33163,LU0232527241,01/04/2023,01/03/2024,489,154,YES
16486,LU0102830279,01/04/2023,01/03/2024,489,154,YES
36629,N/A,01/04/2023,Date not found in the paragraph,489,N/A,YES
93416,LU1035781910,01/04/2023,01/03/2024,489,154,YES
93411,LU1021289233,01/04/2023,01/03/2024,489,154,YES
93399,LU1021288854,01/04/2023,01/03/2024,489,154,YES
93415,LU1021289076,01/04/2023,01/03/2024,489,154,YES
16454,LU0079474960,01/08/2023,01/04/2024,367,123,YES
36573,LU0079475777,01/08/2023,01/04/2024,367,123,YES
36572,N/A,01/08/2023,Date not found in the paragraph,367,N/A,YES
33144,N/A,01/08/2023,Date not found in the paragraph,367,N/A,YES
16468,LU0203202063,01/08/2023,01/04/2024,367,123,YES
36613,LU0203203384,01/08/2023,01/04/2024,367,123,YES
36571,LU0511403387,01/08/2023,01/04/2024,367,123,YES
45811,LU0800104860,01/08/2023,01/08/2023,367,367,NO
45692,LU0736556688,01/08/2023,01/08/2023,367,367,NO
45772,LU0800104944,01/08/2023,01/08/2023,367,367,NO
42822,N/A,01/08/2023,Date not found in the paragraph,367,N/A,NO
42941,N/A,01/08/2023,Date not found in the paragraph,367,N/A,NO
45588,LU0736556332,01/08/2023,01/08/2023,367,367,NO
45825,N/A,01/08/2023,Date not found in the paragraph,367,N/A,NO
45589,LU0736556415,01/08/2023,01/08/2023,367,367,NO
42928,LU0800105081,01/08/2023,01/08/2023,367,367,NO
58696,LU0683595382,01/08/2023,01/04/2024,367,123,YES
55861,LU0683595465,01/08/2023,01/04/2024,367,123,YES
