Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
55863,LU0683595895,01/08/2023,01/04/2024,367,123,YES
58694,LU0683595622,01/08/2023,01/04/2024,367,123,YES
42738,LU0633140560,01/08/2023,01/04/2024,367,123,YES
58259,LU0683596430,01/08/2023,01/04/2024,367,123,YES
58697,N/A,01/08/2023,Date not found in the paragraph,367,N/A,YES
58695,LU0683596273,01/08/2023,01/04/2024,367,123,YES
55864,LU0683596356,01/08/2023,01/04/2024,367,123,YES
55866,LU0633140727,01/08/2023,01/04/2024,367,123,YES
42973,LU0633142269,01/08/2023,01/04/2024,367,123,YES
42693,LU0633142186,01/08/2023,01/04/2024,367,123,YES
36596,N/A,01/04/2021,Date not found in the paragraph,1219,N/A,YES
16461,LU0124675678,01/04/2021,01/04/2024,1219,123,YES
25016,LU0232465038,01/04/2021,01/04/2024,1219,123,YES
36595,LU0124681056,01/04/2021,01/04/2024,1219,123,YES
33150,LU0095325956,01/08/2023,01/04/2024,367,123,YES
33151,LU0232529379,01/08/2023,01/04/2024,367,123,YES
36609,LU0074935841,01/08/2023,01/04/2024,367,123,YES
33158,LU0074935502,01/08/2023,01/04/2024,367,123,YES
16478,LU0430678424,01/04/2024,01/04/2024,123,123,NO
16477,LU0430678697,01/04/2024,01/04/2024,123,123,NO
36618,LU0048215999,01/04/2024,01/04/2024,123,123,NO
27298,N/A,01/04/2024,Date not found in the paragraph,123,N/A,NO
36617,LU0252214274,01/04/2024,01/04/2024,123,123,NO
36616,LU0474116539,01/04/2024,01/04/2024,123,123,NO
27299,N/A,01/04/2024,Date not found in the paragraph,123,N/A,NO
16480,LU0251853072,01/04/2024,01/04/2024,123,123,NO
36620,LU0058721035,01/04/2024,01/04/2024,123,123,NO
36619,LU0251853742,01/04/2024,01/12/2019,123,1706,YES
16481,LU0058720904,01/04/2024,01/04/2024,123,123,NO
16483,LU0060230025,01/08/2023,01/04/2024,367,123,YES
16482,LU0252219315,01/08/2023,01/04/2024,367,123,YES
36622,LU0091434083,01/08/2023,01/04/2024,367,123,YES
36621,LU0252215321,01/08/2023,01/04/2021,367,1219,YES
67564,LU1037948541,01/04/2024,01/04/2024,123,123,NO
45892,LU0965509010,01/04/2024,01/04/2024,123,123,NO
45876,LU1037948970,01/04/2024,01/04/2024,123,123,NO
