Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
52481,LU1069345509,01/03/2024,01/03/2024,154,154,NO
36578,LU0232525625,01/03/2024,01/07/2021,154,1128,YES
36575,LU0511406216,01/03/2024,01/03/2024,154,154,NO
16456,LU0232525203,01/03/2024,01/03/2024,154,154,NO
36577,LU0417103065,01/03/2024,01/03/2024,154,154,NO
52484,LU1069345251,01/03/2024,01/03/2024,154,154,NO
52485,LU1069345178,01/03/2024,01/03/2024,154,154,NO
45326,N/A,01/03/2024,Date not found in the paragraph,154,N/A,NO
12636,N/A,01/03/2024,Date not found in the paragraph,154,N/A,NO
45325,LU1008671684,01/03/2024,01/03/2024,154,154,NO
45934,LU0778786706,01/03/2024,01/03/2024,154,154,NO
36574,LU0417102927,01/03/2024,01/03/2024,154,154,NO
36579,LU0095030648,01/03/2024,01/03/2024,154,154,NO
212921,LU1069766787,01/03/2024,01/03/2024,154,154,NO
47622,LU1069345335,01/03/2024,01/03/2024,154,154,NO
45711,LU0689625878,01/03/2024,01/03/2024,154,154,NO
36580,LU0157312140,01/03/2024,01/03/2024,154,154,NO
45271,LU0592505407,01/03/2024,01/03/2024,154,154,NO
52482,LU1069345418,01/03/2024,01/03/2024,154,154,NO
20961,LU0157308031,01/03/2024,01/03/2024,154,154,NO
36582,LU0469266505,01/04/2023,01/03/2024,489,154,YES
36585,LU0511404278,01/04/2023,01/03/2024,489,154,YES
36587,LU0469268972,01/04/2023,01/03/2024,489,154,YES
45273,LU0592506397,01/04/2023,01/03/2024,489,154,YES
36581,LU0511404195,01/04/2023,01/03/2024,489,154,YES
36583,LU0469268204,01/04/2023,01/03/2024,489,154,YES
36586,LU0469268626,01/04/2023,01/03/2024,489,154,YES
36584,LU0469268469,01/04/2023,01/03/2024,489,154,YES
36612,LU0453505256,01/04/2023,01/04/2023,489,489,NO
36611,LU0084234581,01/04/2023,01/04/2023,489,489,NO
9967,LU0084234409,01/04/2023,01/04/2023,489,489,NO
36614,N/A,01/04/2023,Date not found in the paragraph,489,N/A,NO
20891,LU0203202907,01/04/2023,01/04/2023,489,489,NO
