Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
752979,HK0000726221,01/02/2024,01/02/2024,183,183,NO
752980,HK0000726270,01/02/2024,01/02/2024,183,183,NO
752978,HK0000726239,01/02/2024,01/02/2024,183,183,NO
753612,HK0000726254,01/02/2024,01/02/2024,183,183,NO
753613,HK0000726288,01/02/2024,01/02/2024,183,183,NO
753611,HK0000726262,01/02/2024,01/02/2024,183,183,NO
753614,HK0000726296,01/02/2024,01/02/2024,183,183,NO
45728,HK0000211901,01/02/2024,01/02/2024,183,183,NO
16544,LU0348798264,01/04/2022,01/04/2022,854,854,NO
231883,LU1479563717,01/09/2023,01/04/2024,336,123,YES
339433,LU2106854487,01/09/2023,01/04/2024,336,123,YES
206042,LU1917777945,01/09/2023,01/04/2024,336,123,YES
339434,LU2014482397,01/09/2023,01/04/2024,336,123,YES
210074,N/A,01/09/2023,Date not found in the paragraph,336,N/A,YES
206043,LU1974910355,01/09/2023,01/04/2024,336,123,YES
33229,LU0348805143,01/09/2023,01/04/2024,336,123,YES
16539,LU0348814723,01/09/2023,01/04/2024,336,123,YES
16545,LU0348816934,01/09/2023,01/04/2024,336,123,YES
45629,LU0918141887,01/09/2023,01/04/2024,336,123,YES
45820,LU0918141705,01/09/2023,01/04/2024,336,123,YES
45630,LU0918147579,01/09/2023,01/04/2024,336,123,YES
118796,LU1366192091,01/04/2023,01/04/2024,489,123,YES
45841,LU0674994503,01/04/2023,01/07/2024,489,32,YES
20968,LU0676280802,01/04/2023,01/07/2024,489,32,YES
20967,LU0649033221,01/04/2023,01/07/2024,489,32,YES
16547,LU0516397667,01/04/2023,01/07/2024,489,32,YES
36638,LU0648978533,01/04/2023,01/07/2024,489,32,YES
45812,LU0788519618,01/04/2023,01/07/2024,489,32,YES
36639,LU0765755177,01/04/2023,01/07/2024,489,32,YES
16546,LU0674994412,01/04/2023,01/07/2024,489,32,YES
36637,LU0676280711,01/04/2023,01/07/2024,489,32,YES
45526,LU0676280554,01/04/2023,01/07/2024,489,32,YES
61031,LU1322973634,01/06/2023,01/07/2024,428,32,YES
61032,LU1328247892,01/06/2023,01/07/2024,428,32,YES
61035,LU1516272181,01/06/2023,01/07/2024,428,32,YES
61033,LU1449865044,01/06/2023,01/07/2024,428,32,YES
61034,N/A,01/06/2023,Date not found in the paragraph,428,N/A,YES
332508,LU2257995394,01/02/2024,01/07/2024,183,32,YES
332511,LU2257995121,01/02/2024,01/07/2024,183,32,YES
629539,LU2257996368,01/02/2024,01/07/2024,183,32,YES
319622,LU1560902808,01/02/2024,01/07/2024,183,32,YES
