Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
36649,LU0414403500,01/10/2022,01/10/2022,672,672,NO
45507,LU0738912210,01/10/2022,01/10/2022,672,672,NO
28453,LU0171270639,01/04/2022,01/04/2024,855,124,YES
29701,LU0171269466,01/04/2022,01/04/2024,855,124,YES
16784,N/A,01/04/2022,Date not found in the paragraph,855,N/A,YES
47215,LU1121335696,01/04/2023,01/04/2024,490,124,YES
28584,LU0821914370,01/04/2023,01/04/2024,490,124,YES
68622,LU1279613951,01/04/2023,01/04/2024,490,124,YES
376953,LU2125116256,01/09/2023,01/04/2024,337,124,YES
376949,LU2125116504,01/09/2023,01/04/2024,337,124,YES
357785,LU1564328737,01/09/2023,01/04/2024,337,124,YES
376958,LU2125116090,01/09/2023,01/04/2024,337,124,YES
376955,LU2125116413,01/09/2023,01/04/2024,337,124,YES
239493,LU1564328141,01/09/2023,01/04/2024,337,124,YES
376967,LU2125116173,01/09/2023,01/04/2024,337,124,YES
376946,LU1919856309,01/09/2023,01/04/2024,337,124,YES
342592,N/A,01/09/2023,Date not found in the paragraph,337,N/A,YES
376935,LU2125116330,01/09/2023,01/04/2024,337,124,YES
376966,LU2125115951,01/09/2023,01/04/2024,337,124,YES
60812,LU1200839535,01/09/2023,01/04/2024,337,124,YES
8906,LU0063729296,01/09/2023,01/04/2024,337,124,YES
45763,LU0803752632,01/09/2023,01/04/2024,337,124,YES
60813,LU1200839618,01/09/2023,01/04/2024,337,124,YES
60814,LU1200839709,01/09/2023,01/04/2024,337,124,YES
36650,LU0496654236,01/09/2023,01/04/2024,337,124,YES
13744,LU0172393414,01/09/2023,01/04/2024,337,124,YES
45765,N/A,01/09/2023,Date not found in the paragraph,337,N/A,YES
