Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
45861,LU1037949275,01/04/2024,01/04/2024,123,123,NO
45869,LU0965508806,01/04/2024,01/04/2024,123,123,NO
45880,LU1037949358,01/04/2024,01/04/2024,123,123,NO
45900,LU0965508988,01/04/2024,01/04/2024,123,123,NO
45908,LU0965509440,01/04/2024,01/04/2024,123,123,NO
45594,LU0861579778,01/04/2024,01/04/2024,123,123,NO
45592,LU0861579265,01/04/2024,01/04/2024,123,123,NO
45932,LU0965509366,01/04/2024,01/04/2024,123,123,NO
67562,LU1037948897,01/04/2024,01/04/2024,123,123,NO
36623,LU0633139398,01/08/2023,01/04/2024,367,123,YES
36625,N/A,01/08/2023,Date not found in the paragraph,367,N/A,YES
36628,LU0633139984,01/08/2023,01/04/2024,367,123,YES
36626,LU0633139711,01/08/2023,01/04/2024,367,123,YES
36624,LU0633139042,01/08/2023,01/04/2024,367,123,YES
36627,LU0633139638,01/08/2023,01/04/2024,367,123,YES
67566,N/A,01/08/2023,Date not found in the paragraph,367,N/A,YES
67565,LU1005416372,01/08/2023,01/04/2024,367,123,YES
67561,LU0800111568,01/08/2023,01/04/2024,367,123,YES
45714,LU0654560951,01/08/2023,01/04/2024,367,123,YES
