Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
8321,IE0000830236,01/09/2023,30/04/2024,336,94,YES
8320,IE00B3BC5T90,01/09/2023,30/04/2024,336,94,YES
16657,IE0004868604,01/09/2023,30/04/2024,336,94,YES
16659,IE0000830129,01/09/2023,30/04/2024,336,94,YES
16658,IE0031029477,01/09/2023,30/04/2024,336,94,YES
36640,N/A,01/09/2023,Date not found in the paragraph,336,N/A,YES
33472,IE0004866665,01/09/2023,30/04/2024,336,94,YES
16660,IE0000829451,01/09/2023,30/04/2024,336,94,YES
16669,IE0004866772,01/09/2023,30/04/2024,336,94,YES
16670,IE0000829121,01/09/2023,30/04/2024,336,94,YES
16688,IE0000829568,01/09/2023,30/04/2024,336,94,YES
16686,IE0004866996,01/09/2023,30/04/2024,336,94,YES
20986,IE00B4YN5X00,01/09/2023,30/04/2024,336,94,YES
36647,IE00B3YQ0H18,01/09/2023,30/04/2024,336,94,YES
16685,IE0004866889,01/09/2023,30/04/2024,336,94,YES
8324,IE0000829238,01/09/2023,30/04/2024,336,94,YES
16689,IE0000838189,01/04/2023,30/04/2024,489,94,YES
16690,GB0000840719,01/04/2023,30/04/2024,489,94,YES
307157,LU1852330734,01/09/2023,01/04/2024,336,123,YES
