Strategy Key,ISIN,Extracted Date from TTS DB,Extracted Date from PDF File,Days since last updated from TTS DB,Days since last updated from PDF File,Update Needed?
304719,LU1852331039,01/09/2023,01/04/2024,337,124,YES
304724,N/A,01/09/2023,Date not found in the paragraph,337,N/A,YES
304725,LU1963769176,01/09/2023,01/04/2024,337,124,YES
304721,LU2077746779,01/09/2023,01/04/2024,337,124,YES
304720,LU1847653141,01/09/2023,01/04/2024,337,124,YES
304723,LU2070343392,01/09/2023,01/04/2024,337,124,YES
214381,LU0679940949,01/09/2023,01/04/2024,337,124,YES
304718,LU1847653224,01/09/2023,01/04/2024,337,124,YES
33503,LU0679941327,01/09/2023,01/04/2024,337,124,YES
304722,LU2077746696,01/09/2023,01/04/2024,337,124,YES
111575,LU1564329545,01/04/2024,01/04/2024,124,124,NO
111574,LU1697837992,01/04/2024,01/04/2024,124,124,NO
111569,LU1564329032,01/04/2024,01/04/2024,124,124,NO
732952,LU2655523236,01/04/2024,01/04/2024,124,124,NO
111571,LU1564329115,01/04/2024,01/04/2024,124,124,NO
111572,LU1706154686,01/04/2024,01/04/2024,124,124,NO
732600,LU2655523319,01/04/2024,01/04/2024,124,124,NO
111573,LU1733224965,01/04/2024,01/04/2024,124,124,NO
113186,LU1733225004,01/04/2024,01/04/2024,124,124,NO
45286,N/A,01/04/2021,Date not found in the paragraph,1220,N/A,YES
13743,LU0414403419,01/10/2022,01/10/2022,672,672,NO
36648,N/A,01/10/2022,Date not found in the paragraph,672,N/A,NO
45783,LU0916957664,01/10/2022,01/10/2022,672,672,NO
